code,level_1,level_2,level_3,level_4,IFC,param_1
ЭЛ 40 25 10 30,,,,Радиатор,IfcSpaceHeater,
ЭЛ 40 25 10 40,,,,Регистр,IfcSpaceHeater,
ЭЛ 40 25 10 45,,,,Счетчик тепла,,
ЭЛ 40 25 10 50,,,,Терморегулятор,,
ЭЛ 40 25 10 60,,,,Фильтр для очистки воды,IfcFilter,
ЭЛ 40 25 10 99,,,,Прочее,,
ЭЛ 40 25 20,,,Горячее водоснабжение,,,
ЭЛ 40 25 20 10,,,,Полотенцесушитель,,
ЭЛ 40 30,,Пожаротушение,,,,
ЭЛ 40 30 10,,,Противодымный экран,,,
ЭЛ 40 30 20,,,Оборудование пожаротушения,,,
ЭЛ 40 30 20 10,,,,Дренчер,IfcFireSuppressionTerminal,
ЭЛ 40 30 20 20,,,,Клапан огнезадерживающий,,
ЭЛ 40 30 20 25,,,,Огнетушитель,,
ЭЛ 40 30 20 30,,,,Пожарный извещатель,IfcAlarm,
ЭЛ 40 30 20 40,,,,Пожарный кран,IfcFireSuppressionTerminal,
ЭЛ 40 30 20 50,,,,Пожарный насос,IfcFireSuppressionTerminal,
ЭЛ 40 30 20 60,,,,Спринклер,IfcFireSuppressionTerminal,
ЭЛ 40 30 20 99,,,,Прочее оборудование,,
ЭЛ 40 35,,Трассировка кабелей,,,,
ЭЛ 40 35 10,,,Прокладка кабеля,,,
ЭЛ 40 35 10 10,,,,Лоток,ifcCableCarrierSegment,
ЭЛ 40 35 10 20,,,,Короб,ifcCableCarrierSegment,
ЭЛ 40 35 10 30,,,,Труба электротехническая,ifcCableCarrierSegment,
ЭЛ 40 35 15,,,Кабельный фитинг,,,
ЭЛ 40 35 15 10,,,,Колено,ifcCableCarrierFitting,
ЭЛ 40 35 15 15,,,,Крестовина кабельного лотка,ifcCableCarrierFitting,
ЭЛ 40 35 15 20,,,,Переходник кабельного лотка,ifcCableCarrierFitting,
ЭЛ 40 35 15 25,,,,Ступенька,ifcCableCarrierFitting,
ЭЛ 40 35 15 30,,,,Тройник кабельного лотка,ifcCableCarrierFitting,
ЭЛ 40 35 15 35,,,,Плоский угол,IfcCableCarrierFitting,
ЭЛ 40 35 15 40,,,,Внутренний угол,IfcCableCarrierFitting,
ЭЛ 40 35 15 45,,,,Внешний угол,IfcCableCarrierFitting,
ЭЛ 40 35 15 50,,,,Т-образный отвод,IfcCableCarrierFitting,
ЭЛ 40 35 15 55,,,,Соединитель,IfcCableCarrierFitting,
ЭЛ 40 35 15 99,,,,Прочее,IfcCableCarrierFitting,
ЭЛ 40 35 20,,,Установка кабельных лотков,,,
ЭЛ 40 35 20 10,,,,Полка кабельная,ifcCableCarrierFitting,
ЭЛ 40 35 20 20,,,,Стойка кабельная,ifcCableCarrierFitting,
ЭЛ 40 35 20 99,,,,Прочее,ifcCableCarrierFitting,
ЭЛ 40 35 25,,,Пояс противопожарный,,,
ЭЛ 40 40,,Элементы наружного водостока,,,,
ЭЛ 40 40 10,,,Водосточные трубы и желоба,,,
ЭЛ 40 40 10 10,,,,Водосточный желоб,,
ЭЛ 40 40 10 20,,,,Водосточная труба,,
ЭЛ 40 40 20,,,Фасонные части водостока,,,
ЭЛ 40 40 20 10,,,,Угол,,
ЭЛ 40 40 20 20,,,,Решетка водостока,,
ЭЛ 40 40 20 30,,,,Заглушка водостока,,
ЭЛ 40 40 20 40,,,,Колено,,
ЭЛ 40 40 20 50,,,,Воронка водосточная,,
ЭЛ 40 40 20 60,,,,Воронка сливная,,
ЭЛ 40 40 20 99,,,,Прочее,,
ЭЛ 40 45,,Элементы крепления,,,,
ЭЛ 40 45 10,,,Опоры и подвески,,,
ЭЛ 40 45 10 10,,,,Кронштейн,,
ЭЛ 40 45 10 20,,,,Опора,,
ЭЛ 40 45 10 30,,,,Подвеска,,
ЭЛ 40 45 10 40,,,,Подпорка,,
ЭЛ 40 45 10 50,,,,Стойка,,
ЭЛ 40 45 10 60,,,,Хомут,,
ЭЛ 40 45 10 70,,,,Этажерка,,
ЭЛ 40 45 10 85,,,,Флагодержатель,,
ЭЛ 40 45 10 99,,,,Прочее,,
ЭЛ 40 50,,Оборудование,,,,
ЭЛ 40 50 10,,,Оборудование общее,,,
ЭЛ 40 50 10 10,,,,Бак,IfcTank,
ЭЛ 40 50 10 11,,,,Бак конденсационный,IfcTank,
ЭЛ 40 50 10 12,,,,Бойлер,ifcBoiler,
ЭЛ 40 50 10 14,,,,Вентилятор,ifcAirTermoinal,
ЭЛ 40 50 10 16,,,,Водонагреватель,IfcHeatExchanger,
ЭЛ 40 50 10 18,,,,Водоподогреватель,IfcHeatExchanger,
ЭЛ 40 50 10 20,,,,Воздухоохладитель,IfcHeatExchanger,
ЭЛ 40 50 10 22,,,,Гребенка из труб,,
ЭЛ 40 50 10 24,,,,Емкость,IfcTank,
ЭЛ 40 50 10 26,,,,Калорифер,IfcHeatExchanger,
ЭЛ 40 50 10 28,,,,Кондиционер,IfcAirToAirHeatRecovery,
ЭЛ 40 50 10 29,,,,Кондиционер автономный,,
ЭЛ 40 50 10 30,,,,Котел,ifcBoiler,
ЭЛ 40 50 10 32,,,,Насос,ifcPump,
ЭЛ 40 50 10 33,,,,Поддон,,
ЭЛ 40 50 10 34,,,,Пылеулавливающий агрегат,,
ЭЛ 40 50 10 35,,,,Расширительный бак,IfcTank,
ЭЛ 40 50 10 36,,,,Резервуар,IfcTank,
ЭЛ 40 50 10 37,,,,Рекуператор,IfcTank,
ЭЛ 40 50 10 40,,,,Сплит-система,IfcAirToAirHeatRecovery,
ЭЛ 40 50 10 42,,,,Теплогенератор,IfcHeatExchanger,
ЭЛ 40 50 10 44,,,,Теплообменник,IfcHeatExchanger,
ЭЛ 40 50 10 45,,,,Теплообменник пластинчатый,,
ЭЛ 40 50 10 46,,,,Фанкойл,IfcCoil,
ЭЛ 40 50 10 48,,,,Чиллер,ifcChiller,
ЭЛ 40 50 10 99,,,,Прочее оборудование,,
ЭЛ 40 50 20,,,Оборудование электроустановочное,,,
ЭЛ 40 50 20 10,,,,Розетка,IfcOutlet,
ЭЛ 40 50 20 20,,,,Выключатель,IfcSwitchingDevice,
ЭЛ 40 50 20 21,,,,Выключатель проходной,IfcSwitchingDevice,
ЭЛ 40 50 20 30,,,,Звонок электрический,IfcOutlet,
ЭЛ 40 50 20 40,,,,Защитный автомат,IfcProtectiveDevice,
ЭЛ 40 50 20 50,,,,Распределительная коробка,IfcJunctionBox,
ЭЛ 40 50 20 60,,,,Электрический счетчик,IfcFlowMeter,
ЭЛ 40 50 20 70,,,,Устройства защитного отключения,IfcProtectiveDevice,
ЭЛ 40 50 20 80,,,,Оконечное устройство,IfcOutlet,
ЭЛ 40 50 20 90,,,,Розетка коммутационная ,IfcOutletTypeEnum.COMMUNICATIONSOUTLET,
ЭЛ 40 50 20 99,,,,Прочее оборудование,,
ЭЛ 40 50 30,,,Бытовые электроприборы,,,
ЭЛ 40 50 30 10,,,,Вытяжка кухонная,,
ЭЛ 40 50 30 15,,,,Микроволновая печь,,
ЭЛ 40 50 30 20,,,,Плита электрическая,,
ЭЛ 40 50 30 25,,,,Посудомоечная машина,,
ЭЛ 40 50 30 30,,,,Стиральная машина,,
ЭЛ 40 50 30 35,,,,Телевизор,,
ЭЛ 40 50 30 40,,,,Холодильник,,
ЭЛ 40 50 30 45,,,,Шкаф духовой,,
ЭЛ 40 50 30 50,,,,Полотенцесушитель электрический,,
ЭЛ 40 50 30 99,,,,Прочее,,
ЭЛ 40 50 35,,,Мультимедийное оборудование,,,
ЭЛ 40 50 40,,,Сантехнические приборы,,IfcSanitaryTerminalType,
ЭЛ 40 50 40 10,,,,Биде,IfcSanitaryTerminal,
ЭЛ 40 50 40 15,,,,Ванна,IfcSanitaryTerminal,
ЭЛ 40 50 40 20,,,,Душевая кабина,IfcSanitaryTerminal,
ЭЛ 40 50 40 25,,,,Кухонная мойка,IfcSanitaryTerminal,
ЭЛ 40 50 40 30,,,,Мойка,IfcSanitaryTerminal,
ЭЛ 40 50 40 35,,,,Писсуар,IfcSanitaryTerminal,
ЭЛ 40 50 40 40,,,,Поддон душевой,IfcSanitaryTerminal,
ЭЛ 40 50 40 45,,,,Прочие приборы,IfcSanitaryTerminal,
ЭЛ 40 50 40 50,,,,Раковина,IfcSanitaryTerminal,
ЭЛ 40 50 40 51,,,,Сантехкабина,IfcSanitaryTerminal,
ЭЛ 40 50 40 52,,,,Сантехподдон,IfcSanitaryTerminal,
ЭЛ 40 50 40 55,,,,Смеситель,IfcSanitaryTerminal,
ЭЛ 40 50 40 60,,,,Смывной бачок,IfcSanitaryTerminal,
ЭЛ 40 50 40 65,,,,Умывальник,IfcSanitaryTerminal,
ЭЛ 40 50 40 70,,,,Унитаз,IfcSanitaryTerminal,
ЭЛ 40 50 40 72,,,,Экран ванной,,
ЭЛ 40 50 40 73,,,,Полотенцесушитель проточный,,
ЭЛ 40 50 40 74,,,,Сифон,,
ЭЛ 40 50 40 99,,,,Прочее,,
ЭЛ 40 50 50,,,Осветительные приборы,, IfcLampType,
ЭЛ 40 50 50 10,,,,Бра,IfcLightFixture,
ЭЛ 40 50 50 15,,,,Лампа,IfcLamp,
ЭЛ 40 50 50 20,,,,Люстра,IfcLightFixture,
ЭЛ 40 50 50 25,,,,Прожектор,IfcLightFixture,
ЭЛ 40 50 50 30,,,,Светильник,IfcLightFixture,
ЭЛ 40 50 50 35,,,,Софит,IfcLightFixture,
ЭЛ 40 50 50 40,,,,Торшер,IfcLightFixture,
ЭЛ 40 50 50 45,,,,Фонарь,IfcLightFixture,
ЭЛ 40 50 50 50,,,,Наружный светильник,IfcLightFixture,
ЭЛ 40 50 50 55,,,,Указатель направления движения,IfcLightFixture,
ЭЛ 40 50 50 60,,,,Указатель эвакуационного выхода,IfcLightFixture,
ЭЛ 40 50 50 65,,,,Указатель ПК,IfcLightFixture,
ЭЛ 40 50 50 99,,,,Прочие приборы,IfcLightFixture,
ЭЛ 40 50 60,,,"Шкафы, щиты и сейфы",,,
ЭЛ 40 50 60 10,,,,Бокс,IfcJunctionBox,
ЭЛ 40 50 60 20,,,,Корпус,IfcJunctionBox,
ЭЛ 40 50 60 25,,,,Щит огнезащитный,,
ЭЛ 40 50 60 40,,,,Шкаф электрический,IfcJunctionBox,
ЭЛ 40 50 60 50,,,,Шкаф пожарный,,
ЭЛ 40 50 60 60,,,,Сейф,,
ЭЛ 40 50 60 70,,,,Ящик почтовый,,
ЭЛ 40 50 65,,,Щит распределительный,,IfcElectricDistributionBoard,
ЭЛ 40 50 65 01,,,,Распределительная коробка,IfcElectricDistributionBoardTypeEnum.CONSUMERUNIT,
ЭЛ 40 50 65 02,,,,Распределительный щит,IfcElectricDistributionBoardTypeEnum.DISTRIBUTIONBOARD,
ЭЛ 40 50 65 03,,,,Щит управления электродвигателями,IfcElectricDistributionBoardTypeEnum.MOTORCONTROLCENTRE,
ЭЛ 40 50 65 04,,,,Коммутатор,IfcElectricDistributionBoardTypeEnum.SWITCHBOARD,
ЭЛ 40 50 70,,,Накопитель заряда,,IfcElectricFlowStorageDevice,
ЭЛ 40 50 70 01,,,,Конденсатор,IfcElectricFlowStorageDeviceTypeEnum.CAPACITOR,
ЭЛ 40 50 70 02,,,,Компенсатор,IfcElectricFlowStorageDeviceTypeEnum.COMPENSATOR,
ЭЛ 40 50 70 03,,,,Индуктор,IfcElectricFlowStorageDeviceTypeEnum.INDUCTOR,
ЭЛ 40 50 70 04,,,,Зарядное устройство,IfcElectricFlowStorageDeviceTypeEnum.RECHARGER,
ЭЛ 40 50 60 99,,,,Прочее,,
ЭЛ 40 50 80,,,Устройства защиты,,IfcProtectiveDevice,
ЭЛ 40 50 80 01,,,,Устройство обнаружения дугового разряда,IfcProtectiveDeviceTypeEnum.ANTI_ARCING_DEVICE,
ЭЛ 40 50 80 02,,,,Разрядник,IfcProtectiveDeviceTypeEnum.SPARKGAP,
ЭЛ 40 50 80 03,,,,Регулятор напряжения,IfcProtectiveDeviceTypeEnum.VOLTAGELIMITER,
ЭЛ 40 55,,Контрольно-измерительные приборы и аппаратура,,,,
ЭЛ 40 55 10,,,Аппаратура,,,
ЭЛ 40 55 10 10,,,,Монитор,,
ЭЛ 40 55 10 20,,,,Контрольная панель,,
ЭЛ 40 55 10 30,,,,Громкоговоритель,,
ЭЛ 40 55 10 40,,,,Сирена,IfcAlarm,
ЭЛ 40 55 10 99,,,,Прочая аппаратура,,
ЭЛ 40 55 20,,,Приборы КИП,,,
ЭЛ 40 55 20 10,,,,Датчик,IfcFlowInstrument,
ЭЛ 40 55 20 12,,,,Датчик движения,IfcFlowInstrument,
ЭЛ 40 55 20 13,,,,Манометр,IfcFlowInstrument,
ЭЛ 40 55 20 14,,,,Счетчик,IfcFlowInstrument,
ЭЛ 40 55 20 15,,,,Термометр,IfcFlowInstrument,
ЭЛ 40 55 20 16,,,,Дозиметр,IfcFlowInstrument,
ЭЛ 40 55 20 17,,,,Детектор,IfcFlowInstrument,
ЭЛ 40 55 20 18,,,,Пылемер,IfcFlowInstrument,
ЭЛ 40 55 20 19,,,,Расходомер,IfcFlowMeter,
ЭЛ 40 55 20 20,,,,Тахометр,IfcFlowInstrument,
ЭЛ 40 55 20 21,,,,Термогигрометр,IfcFlowInstrument,
ЭЛ 40 55 20 25,,,,Индикатор,IfcFlowInstrumentTypeEnum.COMBINED,
ЭЛ 40 55 20 30,,,,Вольтметр,IfcFlowInstrumentTypeEnum.VOLTMETER,
ЭЛ 40 55 20 99,,,,Прочие приборы,IfcFlowInstrument,
ЭЛ 40 60,,Элементы интерьера,,,,
ЭЛ 40 60 10,,,Мебель,,,
ЭЛ 40 60 10 10,,,,Барная стойка,ifcFurniture,
ЭЛ 40 60 10 12,,,,Гардероб,ifcFurniture,
ЭЛ 40 60 10 13,,,,Диван,ifcFurniture,
ЭЛ 40 60 10 14,,,,Зеркало,ifcFurniture,
ЭЛ 40 60 10 15,,,,Камин,ifcFurniture,
ЭЛ 40 60 10 16,,,,Кресло,ifcFurniture,
ЭЛ 40 60 10 17,,,,Кровать,ifcFurniture,
ЭЛ 40 60 10 18,,,,Кухонный гарнитур,ifcFurniture,
ЭЛ 40 60 10 19,,,,Полка мебельная,ifcFurniture,
ЭЛ 40 60 10 20,,,,Стеллаж,ifcFurniture,
ЭЛ 40 60 10 21,,,,Стенка,ifcFurniture,
ЭЛ 40 60 10 23,,,,Стол,ifcFurniture,
ЭЛ 40 60 10 24,,,,Стул,ifcFurniture,
ЭЛ 40 60 10 25,,,,Тумбочка,ifcFurniture,
ЭЛ 40 60 10 26,,,,Шкаф,ifcFurniture,
ЭЛ 40 60 10 27,,,,Шкаф-купе,ifcFurniture,
ЭЛ 40 60 10 28,,,,Кашпо напольное,ifcFurniture,
ЭЛ 40 60 10 29,,,,Кресло для трибун,ifcFurniture,
ЭЛ 40 60 10 30,,,,Обеденная группа,ifcFurniture,
ЭЛ 40 60 10 31,,,,Журнальный стол,ifcFurniture,
ЭЛ 40 60 10 32,,,,Сиденье откидное,ifcFurniture,
ЭЛ 40 60 10 33,,,,Скамья,ifcFurniture,
ЭЛ 40 60 10 34,,,,Банкетка,ifcFurniture,
ЭЛ 40 60 20,,,Мебельная фурнитура,,,
ЭЛ 40 60 20 10,,,,Доводчик двери,,
ЭЛ 40 60 20 20,,,,Кронштейн мебельный,,
ЭЛ 40 60 20 30,,,,Мебельная ручка,,
ЭЛ 40 60 20 40,,,,Мебельная петля,,
ЭЛ 40 60 20 50,,,,Мебельный замок,,
ЭЛ 40 60 20 60,,,,Мебельный ограничитель,,
ЭЛ 40 62,,Спортивное оборудование,,,,
ЭЛ 40 62 10,,,Спортивный инвентарь,,,
ЭЛ 40 62 10 10,,,,Батутная арена,ifcBuildingElementProxy,
ЭЛ 40 62 10 11,,,,Батут,ifcBuildingElementProxy,
ЭЛ 40 62 10 12,,,,Спортивный ринг,ifcBuildingElementProxy,
ЭЛ 40 62 10 13,,,,Скалодром,ifcBuildingElementProxy,
ЭЛ 40 62 10 14,,,,Трибуна,ifcBuildingElementProxy,
ЭЛ 50,Гидротехнические сооружения,,,,,
ЭЛ 50 10,,Защитные сооружения,,,,
ЭЛ 50 10 10,,,Береговая защита,,,
ЭЛ 50 10 10 10,,,,Волнорез,,
ЭЛ 50 20,,Гидроэлектростанция (ГЭС),,,,
ЭЛ 50 20 10,,,Гидросиловое оборудование,,,
ЭЛ 50 20 10 10,,,,Турбина,,
ЭЛ 50 20 10 20,,,,Генератор,,
ЭЛ 50 20 20,,,Элементы конструкции,,,
ЭЛ 50 20 20 10,,,,Спиральная камера,,
ЭЛ 50 20 20 20,,,,Водовод,,
ЭЛ 50 20 20 30,,,,Отводящий безнапорный тоннель,,
ЭЛ 50 20 20 40,,,,Затвор водосброса,,
ЭЛ 50 20 20 50,,,,Затвор водоприемника,,
ЭЛ 50 20 20 60,,,,Трансформатор,,
ЭЛ 60,Метрополитен,,,,,
ЭЛ 60 10,,Перегонные тоннели,,,,
ЭЛ 60 10 10,,,Обделка тоннеля,,,
ЭЛ 60 10 10 10,,,,Железобетонная кольцевая бетонная обделка (блок),,
ЭЛ 60 10 10 20,,,,Железобетонный тюбинг,,
ЭЛ 60 10 10 30,,,,Чугунный тюбинг,,
ЭЛ 60 10 10 40,,,,Монолитная обделка бетонная,,
ЭЛ 60 10 10 50,,,,Монолитная обделка железобетонная,,
ЭЛ 60 10 10 60,,,,Стеновой блок,,
ЭЛ 60 10 10 70,,,,Блок перекрытия,,
ЭЛ 60 10 10 80,,,,Цельная секция железобетонная,,
ЭЛ 60 10 20,,,Путевой бетон,,,
ЭЛ 60 10 20 10,,,,Бетонное основание под путь,,
ЭЛ 60 10 20 20,,,,Лотковый блок,,
ЭЛ 60 10 30,,,Тонельная крепь,,,
ЭЛ 60 10 30 10,,,,Крепь тонельная,,
ЭЛ 60 15,,"Контроль прохода, доступа",,,,
ЭЛ 60 15 01,,,Турникет,,IfcDoorTypeEnum.TURNSTILE,
ЭЛ 60 20,,"Верхнее стронение пути, элементы пути",,,,
ЭЛ 60 20 01,,,Рельсы,,IfcRail,
ЭЛ 60 20 01 01,,,,Контррельс,IfcRailTypeEnum.CHECKRAIL,
ЭЛ 60 20 01 02,,,,Рамный рельс,IfcRailTypeEnum.STOCKRAIL,
ЭЛ 60 20 01 03,,,,Рельс,IfcRailTypeEnum.RAIL,
ЭЛ 60 20 02,,,Шпала,,IfcTrackElementTypeEnum.SLEEPER,
ЭЛ 60 20 03,,,Стрелочные переводы,,,
ЭЛ 60 20 04,,,Башмак сбрасывающий ,,IfcTrackElementTypeEnum.DERAILER,
ЭЛ 60 20 05,,,Путевой автостоп,,IfcTrackElementTypeEnum.BLOCKINGDEVICE,
ЭЛ 60 20 06,,,Упор тупиковый,,IfcTrackElementTypeEnum.VEHICLESTOP,
ЭЛ 60 20 07,,,Столбик предельный,,IfcTrackElementTypeEnum.TRACKENDOFALIGNMENT,
ЭЛ 60 25,,Сигнализация,,,IfcAlarm,
ЭЛ 60 25 01,,,"Локомотивная сигнализация ""крокодил""",,IfcAlarmTypeEnum.RAILWAYCROCODILE,
ЭЛ 60 25 02,,,Железнодорожная петарда,,IfcAlarmTypeEnum.RAILWAYDETONATOR,
ЭЛ 60 30,,Аудио-видео связь,,,IfcAudioVisualAppliance,
ЭЛ 60 30 01,,,Телефон,,IfcAudioVisualApplianceTypeEnum.TELEPHONE,
ЭЛ 60 30 02,,,Телефон тоннельной связи,,TRACKSIDE_TELEPHONE,
ЭЛ 60 30 03,,,Колонна экстренной связи,,TUNNEL_EMERGENCY_TELEPHONE,
ЭЛ 60 30 04,,,Переговорное устройство,,IfcAudioVisualApplianceTypeEnum.RAILWAY_COMMUNICATION_TERMINAL,
ЭЛ 60 35,,Элементы кабеленесущих систем,,,IfcCableCarrierSegment,
ЭЛ 60 35 01,,,Кабельный кронштейн,,IfcCableCarrierSegmentTypeEnum.CABLEBRACKET,
ЭЛ 60 35 02,,,Продольно-несущий трос,,IfcCableCarrierSegmentTypeEnum.CATENARYWIRE,
ЭЛ 60 35 03,,,Труба электротехническая,,IfcCableCarrierSegmentTypeEnum.CONDUITSEGMENT,
ЭЛ 60 35 04,,,Струна,,IfcCableCarrierSegmentTypeEnum.DROPPER,
ЭЛ 60 40,,Кабельные соединения,,,IfcCableFitting,
ЭЛ 60 40 01,,,Разветвительная кабельная сборка,,IfcCableFittingTypeEnum.FANOUT,
ЭЛ 60 40 02,,,Клемник,,IfcCableFittingTypeEnum.JUNCTION,
ЭЛ 60 40 03,,,Соединитель кабельный,,IfcCableFittingTypeEnum.CONNECTOR,
ЭЛ 60 40 04,,,Переход кабельный,,IfcCableFittingTypeEnum.TRANSITION,
ЭЛ 60 45,,Участки кабельной линии,,,IfcCableSegment,
ЭЛ 60 45 01,,,Контактный провод,,IfcCableSegmentTypeEnum.CONTACTWIRESEGMENT,
ЭЛ 60 45 02,,,Оптическое волокно,,IfcCableSegmentTypeEnum.FIBERSEGMENT,
ЭЛ 60 45 03,,,Оптический модуль,,IfcCableSegmentTypeEnum.FIBERTUBE,
ЭЛ 60 45 04,,,Оптоволоконный кабель,,IfcCableSegmentTypeEnum.OPTICALCABLESEGMENT,
ЭЛ 60 45 05,,,Усиливающий провод,,IfcCableSegmentTypeEnum.STITCHWIRE,
ЭЛ 60 45 06,,,Медная пара,,IfcCableSegmentTypeEnum.WIREPAIRSEGMENT,
ЭЛ 60 50,,Передача данных,,,IfcCommunicationsAppliance,
ЭЛ 60 50 01,,,Антенна,,IfcCommunicationsApplianceTypeEnum.ANTENNA,
ЭЛ 60 50 02,,,Автомат,,IfcCommunicationsApplianceTypeEnum.AUTOMATON,
ЭЛ 60 50 03,,,Компьютер,,IfcCommunicationsApplianceTypeEnum.COMPUTER,
ЭЛ 60 50 04,,,Периферийное оборудование,,IfcCommunicationsApplianceTypeEnum.INTELLIGENT_PERIPHERAL,
ЭЛ 60 50 05,,,Сетевое оборудование,,IfcCommunicationsApplianceTypeEnum.IP_NETWORK_EQUIPMENT,
ЭЛ 60 50 06,,,Модем,,IfcCommunicationsApplianceTypeEnum.MODEM,
ЭЛ 60 50 07,,,"Сетевой концентратор, хаб",,IfcCommunicationsApplianceTypeEnum.NETWORKHUB,
ЭЛ 60 50 08,,,Устройство оптической сети,,IfcCommunicationsApplianceTypeEnum.OPTICAL_NETWORK_UNIT,
ЭЛ 60 50 09,,,Телеуправление,,IfcCommunicationsApplianceTypeEnum.TELECOMMAND,
ЭЛ 60 50 10,,,"Телефонная станция, коммутатор",,IfcCommunicationsApplianceTypeEnum.TELEPHONYEXCHANGE,
ЭЛ 60 50 11,,,Преобразователь сигнала ,,IfcCommunicationsApplianceTypeEnum.TRANSITIONCOMPONENT,
ЭЛ 60 50 12,,,Транспондер ,,IfcCommunicationsApplianceTypeEnum.TRANSPONDER,
ЭЛ 60 50 13,,,Оборудование сети передачи данных,,IfcCommunicationsApplianceTypeEnum.TRANSPORTEQUIPMENT,
ЭЛ 60 55,,Датчик,,,IfcSensor,
ЭЛ 60 55 01,,,Датчик падения посторонних предметов ,,IfcSensorTypeEnum.FOREIGNOBJECTDETECTIONSENSOR,
ЭЛ 60 55 02,,,Датчик высоты снежного покрова,,IfcSensorTypeEnum.SNOWDEPTHSENSOR,
ЭЛ 60 55 03,,,Датчик прохода поезда,,IfcSensorTypeEnum.TRAINSENSOR,
ЭЛ 60 55 04,,,Датчик положения остряка стрелки,,IfcSensorTypeEnum.TURNOUTCLOSURESENSOR,
ЭЛ 60 55 05,,,Датчик колёсной пары,,IfcSensorTypeEnum.WHEELSENSOR,
ЭЛ 70,Автомобильные дороги,,,,,
ЭЛ 70 10,,Полоса отвода автомобильной дороги,,,,
ЭЛ 70 10 10,,,Временная полоса отвода,,,
ЭЛ 70 10 20,,,"Земельные участки, входящие в полосу отвода",,,
ЭЛ 70 10 30,,,"Земельные участки, прилегающие к полосе отвода",,,
ЭЛ 70 10 40,,,"Земельные участки, пересекаемые полосой отвода",,,
ЭЛ 70 20,,Земляное полотно,,,IfcEarthworksElement,
ЭЛ 70 30,,Линейная часть,,,IfcAlignment,
ЭЛ 70 30 01,,,Ось дороги,,,
ЭЛ 70 30 02,,,Кромка проезжей части,,,
ЭЛ 70 30 03,,,Бровка дорожного полотна,,,
ЭЛ 70 30 04,,,Границы бермы,,,
ЭЛ 70 30 05,,,Внешняя бровка кювета,,,
ЭЛ 70 30 06,,,Внешняя бровка выемки,,,
ЭЛ 70 30 07,,,Границы велосипедной дорожки,,,
ЭЛ 70 30 08,,,Границы тротуара/Бордюр,,,
ЭЛ 70 30 09,,,Границы разделительной полосы,,,
ЭЛ 70 30 10,,,Ограждения,,IfcRailing,
ЭЛ 70 30 11,,,Защитные экраны,,IfcRailing,
ЭЛ 70 40,,Поверхность дороги,,,IfcGeographicElement/IfcRoad,
ЭЛ 70 40 01,,,Проезжая часть,,IfcRoadPartTypeEnum:CARRIAGEWAY,
ЭЛ 70 40 01 01,,,,Полоса движения,IfcRoadPartTypeEnum:TRAFFICLANE,
ЭЛ 70 40 01 02,,,,Обочина,IfcRoadPartTypeEnum:SHOULDER,
ЭЛ 70 40 01 03,,,,Велосипедная дорожка,,
ЭЛ 70 40 02,,,,Разделительная полоса,IfcRoadPartTypeEnum:CENTRALRESERVE,
ЭЛ 70 40 03,,,,Пешеходная дорожка,IfcRoadPartTypeEnum:SIDEWALK,
ЭЛ 70 40 04,,,Краевая полоса,,IfcRoadPartTypeEnum:HARDSHOULDER,
ЭЛ 70 40 05,,,Грунтовая обочина,,IfcRoadPartTypeEnum:SOFTSHOULDER,
ЭЛ 70 40 06,,,Откос насыпи,,,
ЭЛ 70 40 07,,,Откос выемки,,,
ЭЛ 70 40 08,,,Дно кювета,,,
ЭЛ 70 40 09,,,Обрез,,,
ЭЛ 70 40 10,,,Забанкетная канава,,,
ЭЛ 70 40 11,,,Дорожное полотно,,,
ЭЛ 70 40 11,,,Пересечение в уровне дороги,,,
ЭЛ 70 40 11 01,,,,Пешеходный переход в уровне дороги,IfcRoadPartTypeEnum:PEDESTRIAN_CROSSING,
ЭЛ 70 40 11 02,,,,Пересечение с велосипедной дорожкой в уровне с дорогой,IfcRoadPartTypeEnum:BICYCLECROSSING,
ЭЛ 70 40 11 03,,,,Пересечение дорог в одном уровне,IfcRoadPartTypeEnum:INTERSECTION,
ЭЛ 70 40 12,,,Островок безопасности,,IfcRoadPartTypeEnum:TRAFFICISLAND,
ЭЛ 70 40 13,,,Островок кругового перекрестка,,IfcRoadPartTypeEnum:CENTRALISLAND,
ЭЛ 70 40 14,,,Дорожное полотно,,IfcRoadPartTypeEnum:ROADWAYPLATEAU,
ЭЛ 70 50,,Санитарно-защитные зоны,,,,
ЭЛ 70 50 01,,,Природоохранные территории,,,
ЭЛ 70 50 02,,,Зеленые насаждения,,IfcPlant,
ЭЛ 70 60,,Искусственные сооружения,,,,
ЭЛ 70 60 01,,,Мостовые сооружения,,,
ЭЛ 70 60 01 01,,,,Мост,,
ЭЛ 70 60 01 02,,,,Путепровод,,
ЭЛ 70 60 01 03,,,,Эстакады,,
ЭЛ 70 70,,Организация дорожного движения,,,,
ЭЛ 70 70 01,,,Дорожные знаки,,,
ЭЛ 70 70 02,,,Светофоры,,,
ЭЛ 70 70 03,,,Светофорные узлы,,,
ЭЛ 70 70 04,,,Консоли и мостики для знаков и светофоров,,,
ЭЛ 70 70 05,,,Ограждение барьерное,,,
ЭЛ 70 70 05 01,,,,Ограждение барьерное одноярусное,,
ЭЛ 70 70 05 02,,,,Ограждение барьерное двухъярусное,,
ЭЛ 70 70 05,,,Искусственная дорожная неровность,,,
ЭЛ 70 70 05 01,,,,Лежачий полицейский,,
ЭЛ 70 80,,Дорожная одежда,,,,
