code,level_1,level_2,level_3,level_4,param_1,param_2
ТО 16 14 10 02,,,,"Лебедки ручные, грузоподъемность до 1,5 т",2.1-4-27,28.22.12.190
ТО 16 14 10 03,,,,"Лебедки ручные, грузоподъемность до 3 т",2.1-4-28,28.22.12.190
ТО 16 14 10 04,,,,"Лебедки ручные, грузоподъемность до 5 т",2.1-4-29,28.22.12.190
ТО 16 14 20,,,Электрические,,,
ТО 16 14 20 01,,,,"Лебедки электрические, грузоподъемность до 0,5 т",2.1-4-30,28.22.12.190
ТО 16 14 20 02,,,,"Лебедки электрические, грузоподъемность до 1,5 т",2.1-4-31,28.22.12.190
ТО 16 14 20 03,,,,"Лебедки электрические, грузоподъемность до 2 т",2.1-4-32,28.22.12.190
ТО 16 14 20 04,,,,"Лебедки электрические, грузоподъемность до 3 т",2.1-4-33,28.22.12.190
ТО 16 14 20 05,,,,"Лебедки электрические, грузоподъемность до 5 т",2.1-4-34,28.22.12.190
ТО 16 14 20 06,,,,"Лебедки электрические, грузоподъемность до 8 т",2.1-4-35,28.22.12.190
ТО 16 14 20 07,,,,"Лебедки электрические, грузоподъемность до 10 т",2.1-4-36,28.22.12.190
ТО 16 14 20 08,,,,"Лебедки электрические, грузоподъемность до 16 т",2.1-4-37,28.22.12.190
ТО 16 14 20 09,,,,"Лебедочные станции, грузоподъемность до 2 т",2.1-4-39,28.22.12.190
ТО 16 14 30,,,Проходческие,,,
ТО 16 14 30 01,,,,"Лебедки проходческие, тяговое усилие до 49,05 кН (5 тс)",2.1-4-41,28.22.12.120
ТО 16 14 40,,,Тракторные,,,
ТО 16 14 40 01,,,,"Лебедки тракторные, тяговое усилие до 78,48 кН (8 тс)",2.1-4-42,28.22.12.190
ТО 16 14 50,,,Мотолебедки,,,
ТО 16 14 50 01,,,,"Мотолебедки портативные, фирма ""Sahlins""",2.1-17-115,28.22.12.190
ТО 16 14 60,,,Для прочистки внутренней поверхности трубопроводов,,,
ТО 16 14 60 01,,,,"Лебедки с электроприводом для прочистки внутренней поверхности трубопроводов, тяговое усилие до 5 т",2.1-4-77,28.22.12.190
ТО 16 14 60 02,,,,"Лебедки для прочистки внутренней поверхности трубопроводов RW5002, тяговое усилие 5 т",2.1-4-86,28.22.12.190
ТО 16 14 60 03,,,,"Лебедки с регулируемым электроприводом, тяговое усилие до 2 т",2.1-4-78,28.22.12.190
ТО 16 14 60 04,,,,"Лебедки с дизельным двигателем, грузоподъемность 150 т, тяговое усилие 1471,5 кН",2.1-4-81,28.22.12.190
ТО 16 14 60 05,,,,"Лебедки электрические, грузоподъемность до 32 т",2.1-4-82,28.22.12.190
ТО 16 14 70,,,Лебедки на тягаче автомобильного типа,,,
ТО 16 14 70 01,,,,"Лебедки на тягаче автомобильного типа ""Катимех""",2.1-4-83,28.22.12.190
ТО 16 14 70 02,,,,"Лебедки на тягаче автомобильного типа ""Багелла""",2.1-4-84,28.22.12.190
ТО 16 14 70 03,,,,"Специальные вышки на автомобиле фирмы ""Мерседес-Бенц"", оснащенные насосом и поливомоечным оборудованием",2.1-4-79,29.10.59.390
ТО 16 14 70 04,,,,"Краны-манипуляторы на шасси автомобиля, грузоподъемность до 3 т",2.1-4-80,29.10.59.310
ТО 16 16,,Домкраты,,,,
ТО 16 16 10,,,Гидравлические,,,
ТО 16 16 10 01,,,,"Домкраты гидравлические, грузоподъемность до 25 т",2.1-4-44,28.22.13.111
ТО 16 16 10 02,,,,"Домкраты гидравлические, грузоподъемность до 100 т",2.1-4-45,28.22.13.111
ТО 16 16 10 03,,,,"Домкраты гидравлические, грузоподъемность до 200 т",2.1-4-46,28.22.13.111
ТО 16 16 10 04,,,,"Домкраты гидравлические, грузоподъемность до 1200 т",2.1-4-47,28.22.13.111
ТО 16 18,,Конвейеры,,,,
ТО 16 18 10,,,Роликовые,,,
ТО 16 18 10 01,,,,"Конвейеры роликовые неприводные, высота до 3,6 м",2.1-4-50,28.22.17.115
ТО 16 18 20,,,Ленточные,,,
ТО 16 18 20 01,,,,"Конвейеры ленточные передвижные, высота до 5 м",2.1-4-51,28.22.17.111
ТО 16 18 20 02,,,,"Конвейеры ленточные передвижные, высота до 10 м",2.1-4-52,28.22.17.111
ТО 16 18 20 03,,,,"Конвейеры ленточные передвижные, высота до 15 м",2.1-4-53,28.22.17.111
ТО 16 18 20 04,,,,"Конвейеры ленточные звеньевые, высота до 40 м",2.1-4-55,28.22.17.111
ТО 16 20,,Транспортеры,,,,
ТО 16 20 10,,,Прицепные,,,
ТО 16 20 10 01,,,,"Транспортеры прицепные кабельные, грузоподъемность до 7 т",2.1-4-56,28.22.11.190
ТО 16 20 20,,,Ленточные,,,
ТО 16 20 20 01,,,,Транспортеры ленточные,2.1-4-57,28.22.17.111
ТО 16 22,,Тельферы электрические,,,,
ТО 16 22 10,,,Электрические,,,
ТО 16 22 10 01,,,,"Тельферы электрические, грузоподъемность до 1 т",2.1-4-58,28.22.11.190
ТО 16 22 10 02,,,,"Тельферы электрические, грузоподъемность до 5 т",2.1-4-59,28.22.11.190
ТО 16 24,,Тали,,,,
ТО 16 24 10,,,Электрические,,,
ТО 16 24 10 01,,,,"Тали электрические, грузоподъемность до 0,5 т",2.1-4-60,28.22.11.112
ТО 16 24 10 02,,,,"Тали электрические, грузоподъемность до 1 т",2.1-4-61,28.22.11.112
ТО 16 24 10 03,,,,"Тали электрические, грузоподъемность до 2 т",2.1-4-62,28.22.11.112
ТО 16 24 10 04,,,,"Тали электрические, грузоподъемность до 3,2 т",2.1-4-63,28.22.11.112
ТО 16 24 10 05,,,,"Тали электрические, грузоподъемность до 5 т",2.1-4-64,28.22.11.112
ТО 16 24 10 06,,,,"Тали электрические, грузоподъемность до 10 т",2.1-4-65,28.22.11.112
ТО 16 26,,Перегрузчики,,,,
ТО 16 26 10,,,Перегрузчики,,,
ТО 16 26 10 01,,,,Перегружатели ленточные электрические,2.1-4-66,28.22.17.111
ТО 16 28,,Люльки,,,,
ТО 16 28 10,,,Электрические,,,
ТО 16 28 10 01,,,,"Люльки электрические, грузоподъемность до 150 кг",2.1-4-67,28.22.11.190
ТО 16 28 10 02,,,,"Люльки электрические, грузоподъемность до 300 кг",2.1-4-68,28.22.11.190
ТО 16 30,,Опрокидыватели,,,,
ТО 16 30 10,,,Круговые,,,
ТО 16 30 10 01,,,,Опрокидыватели круговые,2.1-4-69,28.22.18.182
ТО 16 32,,Леса,,,,
ТО 16 32 10,,,Инвентарные металлические,,,
ТО 16 32 10 01,,,,"Леса инвентарные металлические трубчатые на хомутах со щитами ЛСПХ, 100 м2",2.1-4-70,25.11.23.119
ТО 16 32 10 02,,,,"Леса инвентарные металлические трубчатые на хомутах без щитов ЛСПХ, 100 м2",2.1-4-71,25.11.23.119
ТО 16 32 10 03,,,,"Леса инвентарные металлические трубчатые на хомутах (ЛСПХ) со щитами для отделки сложных фасадов, 100 м2",2.1-4-85,25.11.23.119
ТО 16 34,,Машины погрузочные,,,,
ТО 16 34 10,,,Электрические ковшовые,,,
ТО 16 34 10 01,,,,"Машины погрузочные электрические ковшовые, производительность до 1,25 м3/мин",2.1-4-73,28.22.17.190
ТО 16 34 10 02,,,,"Машины погрузочные электрические ковшовые с рабочим органом ""нагребающие лапы"", производительность до 3 м3/мин",2.1-4-74,28.22.17.190
ТО 16 34 20,,,Для горизонтальных выработок,,,
ТО 16 34 20 01,,,,"Машины погрузочные пневматические для горизонтальных выработок, сечение более 8 м2",2.1-4-75,28.22.17.190
ТО 16 34 20 02,,,,"Машины погрузочные электрические для горизонтальных выработок, сечение более 12 м2",2.1-4-76,28.22.17.190
ТО 18,Машины для дорожностроительных работ,,,,,
ТО 18 10,,Катки,,,,
ТО 18 10 10,,,Самоходные вибрационные,,,
ТО 18 10 10 01,,,,"Катки самоходные вибрационные двухвальцовые, до 2,2 т",2.1-5-1,28.92.24.120
ТО 18 10 10 02,,,,"Катки самоходные вибрационные, масса до 8 т",2.1-5-2,28.92.24.120
ТО 18 10 10 03,,,,"Катки самоходные вибрационные, масса более 8 т",2.1-5-3,28.92.24.120
ТО 18 10 20,,,Дорожные самоходные,,,
ТО 18 10 20 01,,,,"Катки дорожные самоходные статические, масса до 5 т",2.1-5-4,28.92.24.120
ТО 18 10 20 02,,,,"Катки дорожные самоходные статические, масса до 10 т",2.1-5-5,28.92.24.120
ТО 18 10 20 03,,,,"Катки дорожные самоходные статические, масса более 10 т",2.1-5-6,28.92.24.120
ТО 18 10 30,,,"Дорожные самоходные на пневмоколесном ходу,",,,
ТО 18 10 30 01,,,,"Катки дорожные самоходные на пневмоколесном ходу, масса до 16 т",2.1-5-7,28.92.24.120
ТО 18 10 30 02,,,,"Катки дорожные самоходные на пневмоколесном ходу, масса до 18 т",2.1-5-8,28.92.24.120
ТО 18 10 30 03,,,,"Катки дорожные самоходные на пневмоколесном ходу, масса до 25 т",2.1-5-9,28.92.24.120
ТО 18 10 30 04,,,,"Катки дорожные самоходные на пневмоколесном ходу, масса до 30 т",2.1-5-10,28.92.24.120
ТО 18 10 30 05,,,,"Катки дорожные прицепные вибрационные, масса до 20 т",2.1-5-12,28.92.24.120
ТО 18 10 30 06,,,,"Катки прицепные кулачковые, масса до 10 т",2.1-5-13,28.92.30.130
ТО 18 10 40,,,Прицепные пневмоколесные,,,
ТО 18 10 40 01,,,,"Катки прицепные пневмоколесные, масса до 25 т",2.1-5-14,28.92.30.130
ТО 18 10 40 02,,,,"Катки прицепные пневмоколесные, масса до 50 т",2.1-5-15,28.92.30.130
ТО 18 10 40 03,,,,Трамбовки на базе трактора Т-130,2.1-5-16,28.92.24.110
ТО 18 15,,Поливомоечные машины,,,,
ТО 18 15 10,,,Поливомоечные машины,,,
ТО 18 15 10 01,,,,"Поливомоечные машины, емкость цистерны до 5000 л",2.1-5-17,29.10.59.130
ТО 18 15 10 02,,,,"Поливомоечные машины, емкость цистерны более 5000 л",2.1-5-18,29.10.59.130
ТО 18 20,,Асфальтоукладчики,,,,
ТО 18 20 10,,,Асфальтоукладчики,,,
ТО 18 20 10 01,,,,"Асфальтоукладчики, производительность до 350 т/ч",2.1-5-19,28.92.24.110
ТО 18 20 10 02,,,,"Асфальтоукладчики, фирма ""Vogele"", производительность до 600 т/ч",2.1-5-78,28.92.24.110
ТО 18 25,,Распределители,,,,
ТО 18 25 10,,,Распределители,,,
ТО 18 25 10 01,,,,Распределители щебня и гравия,2.1-5-20,28.92.30.190
ТО 18 25 10 02,,,,Распределители цемента,2.1-5-21,28.92.30.150
ТО 18 25 10 03,,,,Распределители цементобетона со скользящими формами,2.1-5-22,28.92.30.150
ТО 18 25 10 04,,,,Профилировщики основания со скользящими формами,2.1-5-23,28.92.30.150
ТО 18 25 10 05,,,,Финишеры трубчатые на пневмоколесном ходу,2.1-5-24,28.92.24.120
ТО 18 25 10 06,,,,Машины для отделки цементных покрытий,2.1-5-25,28.99.39.190
ТО 18 25 10 07,,,,"Бетоноукладчики пневматические, емкость бункера до 3,3 м3",2.1-5-27,28.92.30.150
ТО 18 30,,Установки для приготовления,,,,
ТО 18 30 10,,,Установки для приготовления,,,
ТО 18 30 10 01,,,,"Установки для приготовления битумной эмульсии, производительность до 3 т/ч",2.1-5-28,28.99.39.190
ТО 18 30 10 02,,,,Установки для приготовления поверхностно-активных добавок,2.1-5-29,28.99.39.190
ТО 18 30 10 03,,,,"Установки для приготовления грунтовых смесей, мощность до 116 кВт",2.1-5-30,28.92.30.190
ТО 18 30 10 04,,,,Установки для приготовления и распределения литой органо-минеральной смеси (США),2.1-5-69,28.92.40.131
ТО 18 30 10 05,,,,Машины для нанесения пленкообразующих материалов,2.1-5-31,28.99.39.190
ТО 18 30 10 06,,,,Агрегаты для распределения пленкообразующих материалов по цементному покрытию,2.1-5-32,28.24.12.110
ТО 18 35,,Гудронаторы,,,,
ТО 18 35 10,,,Гудронаторы ручные,,,
ТО 18 35 10 01,,,,Гудронаторы ручные,2.1-5-33,28.92.30.160
ТО 18 35 20,,,Автогудронаторы,,,
ТО 18 35 20 01,,,,Автогудронаторы эмульсионные,2.1-5-34,29.10.59.114
ТО 18 35 20 02,,,,"Автогудронаторы битумные, емкость до 3500 л",2.1-5-35,29.10.59.114
ТО 18 35 20 03,,,,"Автогудронаторы битумные, емкость до 7000 л",2.1-5-36,29.10.59.114
ТО 18 35 30,,,Битумовозы,,,
ТО 18 35 30 01,,,,"Битумовозы, емкость барабана до 6 м3",2.1-5-37,29.10.59.112
ТО 18 35 30 02,,,,Парообразователи прицепные,2.1-5-38,28.99.39.190
ТО 18 35 30 03,,,,Заливщики швов на базе автомобиля,2.1-5-39,28.92.30.150
ТО 18 40,,Нарезчики швов,,,,
ТО 18 40 10,,,Нарезчики швов,,,
ТО 18 40 10 01,,,,Нарезчики швов в свежеуложенном цементобетоне,2.1-5-40,28.49.11.110
ТО 18 40 10 02,,,,Нарезчики поперечных швов в затвердевшем бетоне,2.1-5-41,28.49.11.110
ТО 18 40 10 03,,,,Нарезчики продольных швов в затвердевшем бетоне,2.1-5-42,28.49.11.110
ТО 18 40 10 04,,,,Установки фрезерования дорожного покрытия,2.1-5-43,28.92.30.190
ТО 18 45,,Фрезы,,,,
ТО 18 45 10,,,Навесные,,,
ТО 18 45 10 01,,,,"Фрезы навесные на тракторе дорожные, мощность до 79 кВт (108 л .с.)",2.1-5-44,28.92.30.190
ТО 18 45 10 02,,,,"Фрезы навесные на тракторе дорожные, мощность до 121,5 кВт (165 л.с.)",2.1-5-45,28.92.30.190
ТО 18 45 20,,,Дорожные,,,
ТО 18 45 20 01,,,,"Фрезы дорожные самоходные, тип ""W-1000 СВА""",2.1-5-67,28.92.30.190
ТО 18 45 20 02,,,,"Фрезы дорожные самоходные для разделки швов, трещин, ширина снятия 500 мм",2.1-5-79,28.92.30.190
ТО 18 50,,Автогрейдеры,,,,
ТО 18 50 30,,,Автогрейдеры,,,
ТО 18 50 30 01,,,,"Автогрейдеры, мощность 66-88 кВт (90-120 л.с.)",2.1-5-47,28.92.22.110
ТО 18 50 30 02,,,,"Автогрейдеры, мощность 99-147 кВт (130-200 л.с.)",2.1-5-48,28.92.22.110
ТО 18 60,,Машины,,,,
ТО 18 60 10,,,Демаркировочные,,,
ТО 18 60 10 01,,,,"Машины демаркировочные, тип ""Hofmann H92-1""",2.1-5-50,28.92.30.190
ТО 18 60 10 02,,,,"Машины демаркировочные, тип ""Linax NT-4190""",2.1-5-51,28.92.30.190
ТО 18 60 20,,,Разметочные,,,
ТО 18 60 20 01,,,,"Машины разметочные, тип ""Zindel Hydrozet-15A""",2.1-5-52,28.92.30.190
ТО 18 60 20 02,,,,"Машины разметочные, тип ""ДЗ-21""",2.1-5-54,28.92.30.190
ТО 18 60 20 03,,,,"Машины разметочные, тип BMT-350C, для нанесения термопластика, фирма ""Borum Indastri A/S"", Дания",2.1-5-74,28.92.30.190
ТО 18 60 20 04,,,,"Машины разметочные, тип BMT-350C, для нанесения краски, фирма ""Borum Indastri A/S"", Дания",2.1-5-75,28.92.30.190
ТО 18 60 20 05,,,,"Машины разметочные ручные ""Zebra-5""",2.1-5-76,28.92.30.190
ТО 18 60 20 06,,,,Машины для устройства укрепительных полос,2.1-5-58,28.92.30.190
ТО 18 60 20 07,,,,Аппликаторы,2.1-5-59,28.24.12.190
ТО 18 60 20 08,,,,"Маточные котлы, тип ""Hofmann HK-1000""",2.1-5-60,28.92.30.190
ТО 18 60 20 09,,,,Грохоты инерционные среднего типа,2.1-5-62,28.92.40.110
ТО 18 65,,Котлы,,,,
ТО 18 65 10,,,Битумные,,,
ТО 18 65 10 01,,,,"Котлы битумоварочные передвижные, емкость до 400 л",2.1-5-63,28.21.12.000
ТО 18 65 10 02,,,,"Котлы битумоварочные передвижные, емкость до 1000 л",2.1-5-64,28.21.12.000
ТО 18 65 10 03,,,,"Котлы битумные стационарные, емкость 15000 л",2.1-5-65,28.21.12.000
ТО 18 65 10 04,,,,Заливщики трещин (Италия),2.1-5-71,28.99.39.190
ТО 18 65 10 05,,,,"Машины шворазделочные фирмы ""Crafco"" (США)",2.1-5-72,28.24.11.000
ТО 18 65 10 06,,,,"Установки горячего воздуха, тип ""Fugen"" (Германия)",2.1-5-70,28.99.31.120
ТО 18 70,,Установки для перевозки,,,,
ТО 18 70 10,,,Установки для перевозки,,,
ТО 18 70 10 01,,,,"Установки для перевозки литого асфальта фирмы ""Кохер""",2.1-5-66,29.10.59.119
ТО 18 70 10 02,,,,"Перегружатели асфальтобетонной смеси ""Шатл Багги"" (США)",2.1-5-77,28.22.17.190
ТО 18 70 10 03,,,,"Установки для перевозки мостового литого асфальта фирмы ""Кохер"" на шасси автомобиля КАМАЗ-53212С",2.1-5-80,29.10.59.119
ТО 20,"Машины для приготовления, транспортировки и укладки бетона и раствора",,,,,
ТО 20 10,,Бетононасосы,,,,
ТО 20 10 10,,,Автобетононасосы,,,
ТО 20 10 10 01,,,,"Автобетононасосы роторно-шланговые, производительность до 60 м3/ч, высота до 30 м",2.1-6-1,29.10.59.116
ТО 20 10 10 02,,,,"Автобетононасосы роторно-шланговые, производительность более 60 м3/ч, высота до 80 м",2.1-6-2,29.10.59.116
ТО 20 10 10 03,,,,Автобетононасосы поршневые,2.1-6-3,29.10.59.116
ТО 20 10 20,,,Бетононасосы,,,
ТО 20 10 20 01,,,,"Бетононасосы стационарные, производительность 94 м3/час",2.1-6-4,28.13.11.140
ТО 20 10 20 02,,,,"Заводы бетонные инвентарные, производительность до 7,5 м3/ч",2.1-6-6,28.92.40.131
ТО 20 10 20 03,,,,Бетононасосы растворонагнетатели,2.1-6-43,28.13.11.140
ТО 20 20,,Бетоносмесители,,,,
ТО 20 20 10,,,Автоматизированные,,,
ТО 20 20 10 01,,,,"Автобетоносмесители, емкость до 6,3 м3",2.1-6-7,29.10.59.113
ТО 20 20 10 02,,,,"Установки бетоносмесительные автоматизированные, емкость до 500 л",2.1-6-8,28.92.40.131
ТО 20 20 20,,,Передвижные,,,
ТО 20 20 20 01,,,,"Бетоносмесители принудительного действия передвижные, емкость до 165 л",2.1-6-19,28.92.40.131
ТО 20 20 20 02,,,,"Бетоносмесители принудительного действия передвижные, емкость до 250 л",2.1-6-20,28.92.40.131
ТО 20 20 20 03,,,,"Бетоносмесители передвижные, емкость до 5 м3",2.1-6-21,28.92.40.131
ТО 20 20 20 04,,,,Установки для торкретирования комплексные на базе автомобиля ГАЗ-53,2.1-6-23,29.10.59.390
ТО 20 30,,Растворомешалки,,,,
ТО 20 30 10,,,Растворомешалки,,,
ТО 20 30 10 01,,,,"Растворомешалки для приготовления водоцементных и других растворов, емкость до 350 л",2.1-6-40,28.92.40.131
ТО 20 30 10 02,,,,"Растворомешалки для приготовления водоцементных и других растворов, емкость до 2000 л",2.1-6-42,28.92.40.131
ТО 20 30 10 03,,,,Мешалки тихоходные (дрель с насадкой),2.1-6-61,28.24.11.000
ТО 20 30 10 04,,,,"Установки для товарного раствора, емкость до 3 м3",2.1-6-44,28.92.40.131
ТО 20 30 10 05,,,,"Установки по приготовлению и подаче растворов из сухих смесей, производительность до 3 м3/мин",2.1-6-46,28.92.40.131
ТО 20 40,,Растворосмесители,,,,
ТО 20 40 10,,,Передвижные,,,
ТО 20 40 10 01,,,,"Растворосмесители передвижные, емкость до 65 л",2.1-6-24,28.92.40.131
ТО 20 40 10 02,,,,"Растворосмесители передвижные, емкость до 80 л",2.1-6-25,28.92.40.131
ТО 20 40 10 03,,,,"Растворосмесители передвижные, емкость до 150 л",2.1-6-27,28.92.40.131
ТО 20 40 10 04,,,,"Растворосмесители передвижные, емкость до 250 л",2.1-6-28,28.92.40.131
ТО 20 40 10 05,,,,"Растворосмесители-бетононасосы прицепные, фирма ""Blascrete Equipment compani""",2.1-6-60,28.92.40.131
ТО 20 50,,Растворонасосы,,,,
ТО 20 50 10,,,Растворонасосы,,,
ТО 20 50 10 01,,,,"Растворонасосы, производительность до 1 м3/ч",2.1-6-33,28.13.11.140
ТО 20 50 10 02,,,,"Растворонасосы, производительность до 3 м3/ч",2.1-6-34,28.13.11.140
ТО 20 50 10 03,,,,"Растворонасосы, производительность до 6 м3/ч",2.1-6-35,28.13.11.140
ТО 20 50 10 04,,,,"Установки цементационные автоматизированные, производительность до 15 м3/ч",2.1-6-36,28.92.30.150
ТО 20 50 10 05,,,,Цементоукладчики швов,2.1-6-37,28.92.30.150
ТО 20 50 10 06,,,,Бункеры-смесители при кладке дымовых кирпичных труб с эстакадой,2.1-6-38,28.92.40.139
ТО 20 60,,Бадьи,,,,
ТО 20 60 10,,,Бадьи,,,
ТО 20 60 10 01,,,,"Бадьи, емкость до 1 м3",2.1-6-47,25.29.11.000
ТО 20 60 10 02,,,,"Бадьи, емкость до 2 м3",2.1-6-48,25.29.11.000
ТО 20 60 10 03,,,,"Бадьи, емкость до 4 м3",2.1-6-49,25.29.11.000
ТО 20 70,,Машины для распределения строительного раствора или бетона,,,,28.92.30.150
ТО 20 70 10,,,Тележки нагнетательные,,,
ТО 20 70 10 01,,,,"Аппараты ""Гидротон"" для нанесения раствора для гидроизоляции швов, производительность 0,15 м3/ч",2.1-6-57,28.92.30.150
ТО 20 70 10 02,,,,Тележки нагнетательные с двумя растворонагнетателями для перегонного тоннеля,2.1-6-50,28.92.30.150
ТО 20 70 10 03,,,,Цемент-пушки,2.1-6-55,28.92.30.150
ТО 20 70 10 04,,,,Скользящая опалубка для строительства монолитных железобетонных труб,2.1-6-54,25.11.23.119
ТО 20 80,,Вибраторы,,,,
ТО 20 80 10,,,Вибраторы,,,
ТО 20 80 10 01,,,,Вибраторы поверхностные,2.1-6-51,28.92.30.150
ТО 20 80 10 02,,,,Вибраторы глубинные,2.1-6-52,28.92.30.150
ТО 20 80 10 03,,,,"Бункеры-накопители с побудителем, объем по загрузке 200 л",2.1-6-56,25.91.11.000
ТО 20 90,,"Установки для набрызгивания, опрыскивания, опыливания",,,,
ТО 20 90 10,,,Установки для набрызгивания,,,
ТО 20 90 10 01,,,,Бетон-шприц-машины (установки для набрызгивания),2.1-6-5,28.92.30.150
ТО 20 90 10 02,,,,Машины инъекционные для цементации предварительно-напряженных анкеров МР4000-2,2.1-6-58,28.92.30.150
ТО 20 90 10 03,,,,"Машины пневматические для набрызга бетона, фирма ""Reed"", производительность 11,5 м3/ч, емкость бункера 0,734 м3",2.1-6-59,28.92.30.150
ТО 20 90 20,,,Опрыскиватели и опыливатели,,,
ТО 20 90 20 01,,,,Опрыскиватели вентиляторные,2.1-17-21,28.99.39.190
ТО 20 90 20 02,,,,Опыливатели широкозахватные универсальные,2.1-17-30,28.99.39.190
ТО 22,Машины и оборудование для свайных работ,,,,,
ТО 22 10,,Копровые установки,,,,
ТО 22 10 10,,,С пневматическим молотом,,,
ТО 22 10 10 01,,,,"Копровые установки универсальные с пневматическим молотом, грузоподъемность до 8 т",2.1-7-1,28.92.30.110
ТО 22 10 20,,,С дизель-молотом,,,
ТО 22 10 20 01,,,,"Копровые установки универсальные с дизель-молотом (""Юнттан""), грузоподъемность до 2,5 т",2.1-7-2,28.92.30.110
ТО 22 10 20 02,,,,"Копровые установки универсальные с дизель-молотом (""Юнттан""), грузоподъемность до 4 т",2.1-7-3,28.92.30.110
ТО 22 10 20 03,,,,Агрегаты для вибропогружения свайных фундаментов опор контактной сети (без мотовоза-электростанции),2.1-7-4,28.92.30.110
ТО 22 20,,Копровое оборудование,,,,
ТО 22 20 10,,,С трубчатым дизель-молотом,,,
ТО 22 20 10 01,,,,"Копровое оборудование с трубчатым дизель-молотом, масса ударной части до 0,5 т",2.1-7-7,28.92.30.110
ТО 22 20 10 02,,,,"Копровое оборудование с трубчатым дизель-молотом, масса ударной части до 1,25 т",2.1-7-8,28.92.30.110
ТО 22 20 10 03,,,,"Копровое оборудование с трубчатым дизель-молотом, масса ударной части до 1,8 т",2.1-7-9,28.92.30.110
ТО 22 20 10 04,,,,"Копровое оборудование с трубчатым дизель-молотом, масса ударной части до 2,5 т",2.1-7-10,28.92.30.110
ТО 22 20 10 05,,,,"Копровое оборудование с трубчатым дизель-молотом, масса ударной части до 3,5 т",2.1-7-11,28.92.30.110
ТО 22 20 20,,,С вибропогружателем,,,
ТО 22 20 20 01,,,,"Копровое оборудование с вибропогружателем низкочастотное для металлических и железобетонных свай, масса до 3 т",2.1-7-12,28.92.30.110
ТО 22 20 20 02,,,,Копровое оборудование с вибропогружателем низкочастотное для свай-оболочек,2.1-7-13,28.92.30.110
ТО 22 20 20 03,,,,"Копровое оборудование с вибропогружателем высокочастотное для шпунтов и свай, масса до 1,5 т",2.1-7-14,28.92.30.110
ТО 22 20 20 04,,,,Копровое оборудование с полиспастом для извлечения свай,2.1-7-15,28.92.30.110
ТО 22 20 20 05,,,,"Экскаваторы под копровое оборудование, объем ковша до 1 м3",2.1-7-17,28.92.26.110
ТО 22 20 20 06,,,,"Краны на гусеничном ходу под копровое оборудование, грузоподъемность до 25 т",2.1-7-18,28.22.14.151
ТО 22 20 20 07,,,,Тракторы под копровое оборудование,2.1-7-19,28.92.50.000
ТО 22 20 20 08,,,,Установки задавливания свай,2.1-7-20,28.92.30.110
ТО 24,"Машины для укладки кабелей, автолаборатории",,,,,
ТО 24 10,,Оборудование для укладки кабелей,,,,
ТО 24 10 10,,,Для монтажа и перевозки,,,
ТО 24 10 10 01,,,,Машины монтажные для кабельных работ на автомобиле,2.1-8-1,29.10.59.390
ТО 24 10 10 02,,,,Кабелеукладчики колесные прицепные для прокладки коаксиального кабеля КУК-5М,2.1-8-2,29.10.59.390
ТО 24 10 10 03,,,,"Машины для монтажа контактной сети при работе с ""поля""",2.1-8-4,29.10.59.390
ТО 24 10 10 04,,,,Волокуши для транспортировки барабанов с кабелем в заболоченных местах,2.1-8-6,29.20.23.190
ТО 24 10 10 05,,,,Прицепы для перевозки барабанов для шланга чулка (кабелевозы),2.1-8-8,29.20.23.190
ТО 24 20,,Автолаборатории,,,,
ТО 24 20 10,,,Автолаборатории,,,
ТО 24 20 10 01,,,,Автолаборатории,2.1-8-3,29.10.59.390
ТО 24 20 10 02,,,,"Автомобили-мастерские, грузоподъемность 10 т",2.1-8-7,29.10.59.390
ТО 26,Машины и оборудование для бурения,,,,,
ТО 26 10,,Машины бурильнокрановые,,,,
ТО 26 10 10,,,Глубина бурения до 5м,,,
ТО 26 10 10 01,,,,"Машины бурильно-крановые на базе трактора, глубина бурения до 5 м",2.1-9-1,28.92.12.130
ТО 26 10 10 02,,,,"Машины бурильно-крановые на базе автомобиля, глубина бурения до 5 м",2.1-9-2,28.92.12.130
ТО 26 10 20,,,Глубина бурения до 50м,,,
ТО 26 10 20 01,,,,"Установки и станки оборудования ударно-канатного бурения на автомобиле, глубина бурения до 50 м, грузоподъемность до 7,3 т",2.1-9-7,28.92.12.130
ТО 26 10 20 02,,,,"Комплекты оборудования шнекового бурения, глубина бурения до 50 м",2.1-9-8,28.92.12.130
ТО 26 10 30,,,Глубина бурения до 100м,,,
ТО 26 10 30 01,,,,"Комплекты оборудования роторного бурения с дизельным двигателем, глубина бурения до 100 м",2.1-9-9,28.92.12.130
ТО 26 10 40,,,Глубина бурения до 300м,,,
ТО 26 10 40 01,,,,"Комплекты оборудования ударно-канатного бурения на гусеничном ходу, глубина бурения до 300 м, грузоподъемность 5 т",2.1-9-5,28.92.12.130
ТО 26 10 50,,,Глубина бурения до 500м,,,
ТО 26 10 50 01,,,,"Станки бурильные вращательного бурения несамоходные, глубина бурения до 500 м, диаметр 151-42 мм",2.1-9-10,28.92.12.130
ТО 26 20,,Станки бурильные,,,,
ТО 26 20 10,,,Вращательного бурения,,,
ТО 26 20 10 01,,,,"Станки бурильные вращательного бурения самоходные, глубина бурения до 50 м, диаметр до 105 мм",2.1-9-11,28.92.12.130
