c_1,c_2,c_3,c_4,c_5,lev_1,lev_2,lev_3,lev_4,lev_5,code,def,source,type,list,ifc,par_1,par_2,sect,sect_parts
,,,,0002,,,,,Класс взрывоопасной зоны,ZPF_0002,Класс взрывоопасной зоны по ПУЭ в зависимости от частоты и длительности присутствия взрывоопасной смеси,Правила устройства электроустановок (ПУЭ),Из списка,"зона класса В-I
зона класса В-Iа
зона класса В-Iб
зона класса В-Iг
зона класса В-II
зона класса В-Iiа",,,,<RZo>,"C__
D__"
,,,,0003,,,,,Класс по взрывоопасности зон,ZPF_0003,"Зона, в которой присутствует или может образоваться взрывоопасная среда в объеме, требующем специальных мер защиты при конструировании, монтаже и эксплуатации оборудования",Федеральный закон от 22.07.2008 N 123-ФЗ,Из списка,"0-й класс
1-й класс
2-й класс
20-й класс
21-й класс
22-й класс",,,,<RZo>,"C__
D__"
,,,,0004,,,,,Класс пожароопасной зоны,ZPF_0004,"Пространство изнутри и вне помещений, в пределах которого постоянно или периодически обращаются горючие (сгораемые) вещества и в которой они могут находиться при нормальном технологическом процессе или при его нарушениях",Федеральный закон от 22.07.2008 N 123-ФЗ,Из списка,"П-I
П-II
П-IIа
П-III",,,,<RZo>,"C__
D__"
,,,,0005,,,,,Группа помещений по функциональной пожарной опасности,ZPF_0005,Группа помещений (производств и технологических процессов) по степени опасности развития пожара в зависимости от их функционального назначения и величины пожарной нагрузки горючих материалов,СП 485.1311500.2020,Из списка,"1
2
3
4.1
4.2
5
6
7",,,,<RZo>,"A__
B__
C__
D__
E__
Q__"
,,P,,,,,Давление,,,ZPP_,,,,,,,,,
,,U,,,,,Пользовательские,,,ZPU_,,,,,,,,,
,F,,,,,Функциональные,,,,ZF__,,,,,,,,,
,,,,0001,,,,,Категория нежилого здания или помещения по целевому назначению,ZF__0001,"Характеристика площади помещений нежилых зданий, а также нежилых помещений, встроенных в жилые строения, которая учитывается в экспликации к поэтажному плану, исходя из фактического назначения этих помещений","Письмо Минжилкомхоза РСФСР от 09.03.1977 N 15-1-103
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",Из списка,"торговые
промышленные (производственные)
складские
бытового обслуживания
гаражи
канцелярские (конторские)
предприятия общественного питания
школьные
учебно-научные
лечебно-санитарные
культурно-просветительные
зрелищные
творческие мастерские художников и скульпторов 
помещения основного нежилого строения
прочая площадь нежилых зданий ",,ПР 60 10 14,,<RZo>,"A__
B__
C__
D__
E__
Q__"
,,,,0002,,,,,Класс чистоты воздуха чистого помещения по концентрации аэрозольных частиц,ZF__0002,Классификация чистоты воздуха в чистых помещениях по концентрации аэрозольных частиц в чистых помещениях и чистых зонах,ГОСТ Р ИСО 14644-1-2017,Из списка,"1 ИСО
2 ИСО
3 ИСО
4 ИСО
5 ИСО
6 ИСО
7 ИСО
8 ИСО",,,,<RZo>,"A__
B__
C__"
,,,,0003,,,,,Категория склада,ZF__0003,"Категория зданий и помещений складов в зависимости от высоты зданий, степени огнестойкости зданий, класса конструктивной пожарной опасности здания, площади этажа в пределах пожарного отсека зданий",СНиП 31-04-2001,Из списка,"А
Б
В
Д",,,,<RZo>,C__
,,,,0004,,,,,Класс складского помещения согласно Knight Frank,ZF__0004,"Классификация складских помещений, разработанная компанией Knight Frank, в которой отражены преимущественно технические характеристики объектов без учета их месторасположения","Классификация складских помещений.   Knight Frank, Россия и СНГ.  Редакция 2013 г.",Из списка,"A+
A
B
C",,,,<RZo>,C__
,,,,0005,,,,,Принадлежность к помещениям с постоянными рабочими местами,ZF__0005,,,Логический,,,,,<RZo>,B__
,,,,0006,,,,,Принадлежность к помещениям с массовым пребыванием людей,ZF__0006,,,Логический,,,,,<RZo>,BE_
,,,,0007,,,,,Ответственный за пожарную безопасность,ZF__0007,"Лицо, ответственное за пожарную безопасность",Федеральный закон от 21.12.1994 N 69-ФЗ,Текстовый,,,,,<RZo>,
,,,,0008,,,,,Наличие балкона,ZF__0008,,,Логический,,,,,<RZo>,SU_
,,,,0009,,,,,Наличие лоджии,ZF__0009,,,Логический,,,,,<RZo>,SU_
,,,,0010,,,,,Принадлежность к пути эвакуации,ZF__0010,Принадлежность пространства к пути эвакуации,СП 1.13130.2020,Логический,,,,,<RZo>,"A__
B__
C__
D__
E__
Q__"
,,,,0011,,,,,Помещение с постоянным пребыванием людей,ZF__0011,"Помещение, в котором люди находятся большую часть (более 50%) своего рабочего времени в течение суток или более 2 ч непрерывно",СП 52.13330.2016,Логический,,,,,<RZo>,"A__
B__
C__
D__
E__
Q__"
,,,U,,,,Пользовательские,,,ZFU_,,,,,,,,,
,U,,,,,Пользовательские,,,,ZU__,,,,,,,,,
B,,,,,ОКС и комплексы ОКС,,,,,B___,,,,,,,,,
,N,,,,,Идентификация,,,,BN__,,,,,,,,,
,,,,0001,,,,,Кадастровый номер,BN__0001,"Уникальный, не повторяющийся во времени и на территории Российской Федерации номер земельного участка, который присваивается ему при осуществлении кадастрового учета в соответствии с процедурой, установленной законодательством Российской Федерации, и сохраняется, пока данный земельный участок существует как единый объект зарегистрированного права","Приказ Госкомзема России от 22.11.1999 г. N 84
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",Текстовый,,,ПР 10 10 18,,"<CCo>
<CEn>",
,,,,0002,,,,,Номер ГПЗУ,BN__0002,"Номер градостроительного плана земельного участка, при формировании которого используется единая система кодирования и классификации документов и сведений для их однозначной идентификации на территории соответствующего субъекта Российской Федерации","Приказ Минстроя России от 27.02.2020 N 94/пр
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",Текстовый,,,ПР 10 10 17,,"<CCo>
<CEn>",
,,,,0003,,,,,Функциональное назначение зданий (сооружений),BN__0003,,"СП 255.1325800.2016
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",Текстовый,,,ПР 10 30 10,,"<CCo>
<CEn>",
,,,,0004,,,,,Значение объекта капитального строительства,BN__0004,,Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39,Из списка,,,ПР 10 30 10,,"<CCo>
<CEn>",
,,,U,,,,Пользовательские,,,BNU_,,,,,,,,,
,L,,,,,Расположение,,,,BL__,,,,,,,,,
,,,,0001,,,,,Степень сейсмической опасности района,BL__0001,"Оценка сейсмической опасности, которая соответствует баллам шкалы MSK-64 и вероятности возможного превышения 10%, 5% и 1% (или 90%, 95% и 99% непревышения) расчетной сейсмической интенсивности в каждом из населенных пунктов РФ в течение 50 лет. ",СП 14.13330.2018,Из списка,"A
B
C",,,,"<CCo>
<CEn>",
,,,,0002,,,,,Сейсмичность района строительства,BL__0002,"Район с установленными и возможными очагами землетрясений, вызывающими на площадке строительства сейсмические воздействия интенсивностью 6 и более баллов.",СП 14.13330.2018,Из списка,"1
2
3
4
5
6
7
8
9",,,,"<CCo>
<CEn>",
,,,,0003,,,,,Расчетная сейсмичность площадки,BL__0003,Интенсивность расчетных сейсмических воздействий на площадке строительства с соответствующими периодами повторяемости за нормативный срок,СП 14.13330.2018,Из списка,"1
2
3
4
5
6
7
8
9",,,,"<CCo>
<CEn>",
,,U,,,,,Пользовательские,,,BLU_,,,,,,,,,
,H,,,,,Время и стоимость,,,,BH__,,,,,,,,,
,,,,0001,,,,,Источник финансирования,BH__0001,,,Из списка,"Федеральный бюджет
Бюджет субъекта РФ
Местный бюджет
Бюджет территориального государственного внебюджетного фонда
Бюджет государственного внебюджетного фонда РФ
Средства юридических лиц, указанных в части 2 статьи 48.2 ГрК РФ
Средства частного инвестора",,,,"<CCo>
<CEn>",
,,,,0002,,,,,Продолжительность строительства,BH__0002,Период от даты начала выполнения внутриплощадочных подготовительных работ до даты ввода объекта в эксплуатацию.,СНиП 1.04.03-85*,Числовой,,,,,"<CCo>
<CEn>",
,,,,0003,,,,,Расчетный срок службы,BH__0003,Установленный в строительных нормах или в задании на проектирование период использования строительного объекта по назначению до капитального ремонта и (или) реконструкции с предусмотренным техническим обслуживанием. Расчетный срок службы отсчитывается от начала эксплуатации объекта или возобновления его эксплуатации после капитального ремонта или реконструкции,"ГОСТ 27751-2014
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",Числовой,,,ПР 10 30 17,,"<CCo>
<CEn>",
,,,,0004,,,,,Стоимость строительства,BH__0004,"Сумма сметных цен на затраты труда, сметных цен на эксплуатацию машин и механизмов, сметных цен на материалы, изделия, конструкции, оборудование и цен услуг на перевозку грузов для строительства при определении сметной стоимости строительства, реконструкции и капитального ремонта объектов капитального строительства.
",Приказ Министерства строительства и жилищно-коммунального хозяйства Российской Федерации от 08.02.2017 N 77/пр,Числовой,,,,,"<CCo>
<CEn>",
,,,,0005,,,,,Год капитального ремонта,BH__0005,Год проведения капитального ремонта здания или части здания,СП 333.1325800.2020,Дата,,,,,"<CCo>
<CEn>",
,,,,0006,,,,,Год постройки,BH__0006,Год постройки здания,СП 333.1325800.2020,Дата,,,,,"<CCo>
<CEn>",
,,,,0007,,,,,Год проектирования,BH__0007,Год окончания проектирования здания,СП 333.1325800.2020,Дата,,,,,"<CCo>
<CEn>",
,,,,0008,,,,,Год строительства,BH__0008,Год начала строительства здания,СП 333.1325800.2020,Дата,,,,,"<CCo>
<CEn>",
,,,,0009,,,,,Периодичность проведения текущего и капитального ремонтов зданий,BH__0009,"Периодичность проведения текущего и капитального ремонтов зданий согласно СП 255.1325800.2016 ""Здания и сооружения. Правила эксплуатации. Основные положения""",СП 333.1325800.2020,Числовой,,,,,"<CCo>
<CEn>",
,,U,,,,,Пользовательские,,,BHU_,,,,,,,,,
,Q,,,,,Количества,,,,BQ__,,,,,,,,,
,,,,0001,,,,,Этажность надземная,BQ__0001,Количество надземных этажей здания (сооружения),"СП 333.1325800.2020
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",Числовой,,,ПР 10 35 13,,<CEn>,
,,,,0002,,,,,Этажность подземная,BQ__0002,Количество подземных этажей здания (сооружения),"СП 333.1325800.2020
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",Числовой,,,ПР 10 35 14,,<CEn>,
,,,,0003,,,,,Количество пожарных отсеков,BQ__0003,"Количество частей здания и сооружения, выделенных противопожарными стенами и противопожарными перекрытиями или покрытиями, с пределами огнестойкости конструкции, обеспечивающими нераспространение пожара за границы пожарного отсека в течение всей продолжительности пожара",Федеральный закон от 22.07.2008 N 123-ФЗ,Числовой,,,,,<CEn>,
,,,,0004,,,,,Количество секций,BQ__0004,"Количество зданий или частей жилого здания (отделенных от других частей глухой стеной) с квартирами (жилыми ячейками общежитий), имеющими выход на одну лестничную клетку непосредственно или через коридор","МГСН 3.01-01
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",Числовой,,,ПР 10 25 14,,<CEn>,
,,,,0005,,,,,Количество этажей,BQ__0005,"Общая сумма всех этажей, включая подземный, подвальный, цокольный, надземный, технический, мансардный и др.",СП 118.13330.2012,Числовой,,,,,<CEn>,
,,,,0006,,,,,Количество квартир,BQ__0006,"Общее количество квартир, в том числе 1-комнатных, 2-комнатных, -комнатных, 3-комнатных и т.д.",Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39,Числовой,,,"ПР 20 20 17
ПР 20 20 18
ПР 20 20 19
ПР 20 20 20
ПР 20 20 21
ПР 20 20 22",,"<CCo>
<CEn>",
,,,,0007,,,,,Количество этапов строительства,BQ__0007,"Строительство или реконструкция объекта капитального строительства из числа объектов капитального строительства, планируемых к строительству, реконструкции на одном земельном участке, если такой объект может быть введен в эксплуатацию и эксплуатироваться автономно (то есть независимо от строительства или реконструкции иных объектов капитального строительства на этом земельном участке), а также строительство или реконструкция части объекта капитального строительства, которая может быть введена в эксплуатацию и эксплуатироваться автономно (то есть независимо от строительства или реконструкции иных частей этого объекта капитального строительства)",Постановление Правительства РФ от 05.03.2007 N 145,Числовой,,,,,"<CCo>
<CEn>",
,,,,0008,,,,,Вместимость стоянок автомобилей,BQ__0008,Рассчитывается в соответствии с габаритами машино-мест и размерами проездов,"СП 113.13330.2016
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",Числовой,,,ПР 20 10 21,,"<CCo>
<CEn>",
,,U,,,,,Пользовательские,,,BQU_,,,,,,,,,
,P,,,,,Физические,,,,BP__,,,,,,,,,
,,G,,,,,Геометрические,,,BPG_,,,,,,,,,
,,,,0001,,,,,Высота архитектурная,BPG_0001,"Высота принимаемая согласно требований ТР ""О безопасности зданий и сооружений""","СП 118.13330.2012
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",Числовой,,,ПР 10 35 15,,<CEn>,
,,,,0002,,,,,Общая площадь здания,BPG_0002,"Сумма площадей всех этажей (включая технические, мансардный, цокольный и подвальные)","СП 118.13330.2012
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",Числовой,,,ПР 20 10 14,,<CEn>,
,,,,0003,,,,,Общая площадь квартир,BPG_0003,"Сумма площадей отапливаемых помещений (жилых, подсобных и дополнительных) без учета неотапливаемых помещений (лоджий, балконов, веранд, террас, холодных кладовых и тамбуров)",СП 31-107-2004,Числовой,,,,,"<CCo>
<CEn>",
,,,,0004,,,,,Отметка нуля,BPG_0004,"Отметка, условно принятая за начало отсчёта","Терминологический словарь по строительству на 12 языках (ВНИИИС Госстроя СССР)
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",Числовой,,,ПР 10 40 10,,<CEn>,
,,,,0005,,,,,Площадь застройки,BPG_0005,"Площадь горизонтального сечения по внешнему обводу здания по цоколю, включая выступающие части (входные площадки и ступени, веранды, террасы, приямки, входы в подвал). ","СП 118.13330.2012
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",Числовой,,,ПР 20 10 12,,"<CCo>
<CEn>",
,,,,0006,,,,,Площадь земельного участка,BPG_0006,"Площадь части поверхности земли, в отношении которой проведены необходимые юридические процедуры, включающие землеустройство, составление плана земельного участка, включение сведений о нем в государственный кадастр недвижимости с присвоением участку индивидуального кадастрового номера.","СП 53.13330.2019
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",Числовой,,,ПР 20 10 10,,"<CCo>
<CEn>",
,,,,0007,,,,,Полезная площадь,BPG_0007,"Сумма площадей всех размещаемых в нем помещений, а также балконов и антресолей в залах, фойе и т.п., за исключением лестничных клеток, лифтовых шахт, внутренних открытых лестниц и пандусов и шахт и помещений (пространств) для инженерных коммуникаций","СП 118.13330.2012
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",Числовой,,,"ПР 20 10 15
ПР 60 15 10 22",,"<CCo>
<CEn>",
,,,,0008,,,,,Предельная площадь ОКС,BPG_0008,,,Числовой,,,,,"<CCo>
<CEn>",
,,,,0009,,,,,Предельная стоимость ОКС,BPG_0009,Предполагаемая стоимость объекта капитального строительства согласно паспорту инвестиционного проекта,Постановление Правительства РФ от 11.08.2014 N 790,Числовой,,,,,"<CCo>
<CEn>",
,,,,0010,,,,,Расчетная (нормируемая) площадь,BPG_0010,"Сумма площадей входящих в здание помещений, за исключением: коридоров, тамбуров, переходов, лестничных клеток, внутренних открытых лестниц и пандусов; лифтовых шахт; помещений и пространств, предназначенных для размещения инженерного оборудования и инженерных сетей; пространствапод наклонной поверхностью ниже 1,5 м","СП 118.13330.2012
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",Числовой,,,"ПР 20 10 19
ПР 60 15 10 23",,"<CCo>
<CEn>",
,,,,0011,,,,,Строительный объем ,BPG_0011,"Сумма строительного объема выше отметки 0.00 (надземная часть) и строительного объема ниже отметки 0.00 (подземная часть), измеряемого до уровня пола последнего подземного этажа","СП 118.13330.2012
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",Числовой,,,"ПР 10 35 10
ПР 10 35 12",,"<CCo>
<CEn>",
,,,,0012,,,,,Торговая площадь,BPG_0012,"Сумма площадей торговых залов, помещений приема и выдачи заказов, зала кафетерия, площадей для дополнительных услуг покупателям","СП 118.13330.2012
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",Числовой,,,ПР 20 40 10,,"<CCo>
<CEn>",
,,,,0013,,,,,Высота пожарно-техническая,BPG_0013,"Высота расположения верхнего этажа, не считая верхнего технического этажа, определяемая:
- максимальной разностью отметок поверхности проезда для пожарных машин и нижней границы открывающегося проема (окна) в наружной стене;
- полусуммой отметок пола и потолка этажа при отсутствии открывающихся окон (проемов)","СП 1.13130.2020
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",Числовой,,,ПР 10 35 16,,"<CCo>
<CEn>",
,,T,,,,,Теплотехнические,,,BPT_,,,,,,,,,
,,,,0001,,,,,ГСОП,BPT_0001,Произведение продолжительности отопительного периода в сутках и разности между средними температурами внутреннего воздуха в здании и наружного воздуха за отопительный период,ГОСТ Р 55656-2013 (ИСО 13790:2008),Числовой,,,,,"<CCo>
<CEn>",
,,,,0002,,,,,Обеспеченная тепловая нагрузка,BPT_0002,"Количество теплоты, получаемое от источников теплоты, равное сумме мощностей приемников теплоты и потерь теплоты в единицу времени",СТО НОСТРОЙ 2.23.166-2014,Числовой,,,,,"<CCo>
<CEn>",
,,,,0003,,,,,Температура воздуха наиболее холодной пятидневки,BPT_0003,"Температура, определяемая по средним суточным температурам воздуха скользящим осреднением за пять суток",ГОСТ Р 55913-2020,Числовой,,,,,"<CCo>
<CEn>",
,,,,0004,,,,,Температура наружного воздуха,BPT_0004,Температура наружного воздуха по сухому термометру,ГОСТ 33864-2016,Числовой,,,,,"<CCo>
<CEn>",
,,,,0005,,,,,Удельный расход тепловой энергии,BPT_0005,"Количество теплоты за отопительный период, необходимое для поддержания в здании нормируемых параметров, отнесенное к 1 кв.м общей площади квартир жилого здания или полезной площади общественного здания",ТСН 23-304-99 г. Москвы (МГСН 2.01-99),Числовой,,,,,"<CCo>
<CEn>",
,,,,0006,,,,,Средняя температура наружного воздуха отопительного периода,BPT_0006,"Расчетная температура наружного воздуха, осредненная за отопительный период по средним суточным температурам наружного воздуха.",СП 50.13330.2012,Числовой,,,,,"<CCo>
<CEn>",
,,M,,,,,Физико-механические,,,BPM_,,,,,,,,,
,,C,,,,,Физико-химические,,,BPC_,,,,,,,,,
,,E,,,,,Электротехнические,,,BPE_,,,,,,,,,
,,,,0001,,,,,Категория молниезащиты,BPE_0001,Оценка возможных последствий ударов молнии на защищаемом объекте,СТО 083-004-2010,Из списка,"I
II
III",,,,"<CCo>
<CEn>",
,,,,0002,,,,,Обеспеченная мощность ЭС строительства,BPE_0002,,СП 333.1325800.2020,Числовой,,,,,"<CCo>
<CEn>",
,,,,0003,,,,,Категория электроприемника,BPE_0003,"Категория электроприемника в отношении обеспечения надежности электроснабжения, которая определяется в процессе проектирования системы электроснабжения на основании нормативной документации, а также технологической части проекта","Правила устройства электроустановок (ПУЭ)
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",Из списка,"1-й категории
2-й категории
3-й категории",,ПР 10 30 20,,"<CCo>
<CEn>",
,,,,0005,,,,,Максимальная мощность ЭС,BPE_0005,,СП 333.1325800.2020,Числовой,,,,,"<CCo>
<CEn>",
,,L,,,,,"Оптические, световые",,,BPL_,,,,,,,,,
,,A,,,,,Акустические,,,BPA_,,,,,,,,,
,,W,,,,,Весовые,,,BPW_,,,,,,,,,
,,D,,,,,Динамические,,,BPD_,,,,,,,,,
,,F,,,,,Воздействия ,,,BPF_,,,,,,,,,
,,,,0001,,,,,Категория пожарной и взрывопожарной опасности,BPF_0001,"Классификационная характеристика пожарной (взрывопожарной) опасности здания (или частей здания между противопожарными стенами - пожарных отсеков), сооружения, строения, помещения, наружной установки",СП 12.13130.2009,Из списка,"А
В1
В2
В3
В4
Г
Д
н/н",,,,"<CCo>
<CEn>",
,,,,0002,,,,,Класс конструктивной пожарной опасности здания,BPF_0002,Степень участия строительных конструкций в развитии пожара и образовании его опасных факторов,Федеральный закон от 22.07.2008 N 123-ФЗ,Из списка,"С0
С1
С2
С3",,,,"<CCo>
<CEn>",
,,,,0003,,,,,Класс сейсмостойкости,BPF_0003,"Характеристика здания или сооружения, определяющая его сейсмостойкость, зависящая от расчетного сейсмического воздействия, на которое проектировалось здание или сооружение, и от категории его технического состояния на момент назначения класса сейсмостойкости",СП 442.1325800.2019 ,Из списка,"C5
C6
C7
C8
C9
C10",,,,"<CCo>
<CEn>",
,,,,0004,,,,,Класс функциональной пожарной опасности здания,BPF_0004,"Классификационная характеристика зданий и сооружений, определяемая назначением и особенностями эксплуатации указанных зданий и сооружений, в том числе особенностями осуществления в указанных зданиях и сооружениях технологических процессов производства",Федеральный закон от 22.07.2008 N 123-ФЗ,Из списка,"Ф1
Ф1.1
Ф1.2
Ф1.3
Ф1.4
Ф2
Ф2.1
Ф2.2
Ф2.3
Ф2.4
Ф3
Ф3.1
Ф3.2
Ф3.3
Ф3.4
Ф3.5
Ф3.6
Ф3.7
Ф4
Ф4.1
Ф4.2
Ф4.3
Ф4.4
Ф5
Ф5.1
Ф5.2
Ф5.3",,,,"<CCo>
<CEn>",
,,,,0005,,,,,Нормативное ветровое давление,BPF_0005,Характерный скоростной напор нормативного ветра для каждого ветрового района,ГОСТ Р 56728-2015,Числовой,,,,,"<CCo>
<CEn>",
,,,,0006,,,,,Нормативный вес снегового покрова,BPF_0006,"Нормативное значение веса снегового покрова на 1 м2 горизонтальной поверхности для отдельной территории Российской Федерации
в зависимости от снегового района", СП 20.13330.2016,Числовой,,,,,"<CCo>
<CEn>",
,,,,0007,,,,,Количество баллов по шкале MKS-64,BPF_0007,"Единица измерения силы землетрясения по макросейсмической шкале интенсивности (шкала Медведева, Шпонхойера, Карника, версия 1964 г.)","СП 14.13330.2018
ГОСТ Р 57546-2017",Числовой,,,,,"<CCo>
<CEn>",
,,,,0009,,,,,Карта ОСР-2015,BPF_0009,"Отдельная карта, входящая в комплект карт общего сейсмического районирования ОСР-2015, которая выделяет в масштабах страны территории, однородные с точки зрения сейсмической опасности, для целей планирования развития регионов, размещения и проектирования объектов массового строительства, и отличающаяся вероятностью возможного превышения расчетной сейсмической интенсивности в каждом из пунктов в течение 50 лет",СП 14.13330.2018,Из списка,"A
B
C",,,,"<CCo>
<CEn>",
,,P,,,,,Давление,,,BPP_,,,,,,,,,
,,,,0001,,,,,Гарантированное давление ГВС,BPP_0001,"Давление на вводе абонента, которое гарантированно обеспечивает водоснабжающая организация по техническим условиям",СП 30.13330.2016,Числовой,,,,,"<CCo>
<CEn>",
,,,,0002,,,,,Гарантированное давление ХВС,BPP_0002,"Давление на вводе абонента, которое гарантированно обеспечивает водоснабжающая организация по техническим условиям",СП 30.13330.2016,Числовой,,,,,"<CCo>
<CEn>",
,,U,,,,,Пользовательские,,,BPU_,,,,,,,,,
,F,,,,,Функциональные,,,,BF__,,,,,,,,,
,,,,0001,,,,,Генпроектировщик,BF__0001,"Специализированная проектная организация, обеспечивающая комплексную разработку проекта и его сопровождение","РД 95 10544-99
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",Текстовый,,,ПР 10 10 12,,"<CCo>
<CEn>",
,,,,0002,,,,,Геотехническая категория,BF__0002,"Категория сложности объекта строительства с точки зрения проектирования оснований и фундаментов, определяемая в зависимости от уровня ответственности и сложности инженерно-геологических условий площадки строительства",СП 22.13330.2016,Из списка,"1
2
3",,,,"<CCo>
<CEn>",
,,,,0003,,,,,Категория сложности памятника истории и культуры,BF__0003,Классификация недвижимых объектов культурного наследия по степени сложности проведения работ по сохранению объекта культурного наследия,ГОСТ Р 56891.1-2016,Из списка," I
II
III
IV",,,,"<CCo>
<CEn>",
,,,,0004,,,,,Класс надежности зданий и сооружений,BF__0004,"Класс сооружений или элементов конструкции, для которых требуется назначение специального уровня надежности","ГОСТ 27751-2014
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",Из списка,"КС-1
КС-2
КС-3",,ПР 10 30 19,,"<CCo>
<CEn>",
,,,,0005,,,,,Класс опасности гидротехнических сооружений,BF__0005,"Количественная характеристика ответственности гидротехнического сооружения, определяемая при проектировании или реконструкции с учетом его назначения, параметров и последствий вероятных аварий.","ГОСТ Р 55260.1.1-2013
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",Из списка,"I класс опасности
II класс опасности
III класс опасности
IV класс опасности",,ПР 10 30 19,,"<CCo>
<CEn>",
,,,,0006,,,,,Класс опасности опасных производственных объектов,BF__0006,"Класс опасности объекта, на котором используют, производят, перерабатывают, хранят или транспортируют радиоактивные, взрыво- и пожароопасные, опасные химические и биологические вещества, создающие реальную угрозу жизни и здоровью людей, а также окружающей среде",ГОСТ Р 52551-2016,Из списка,"I класс опасности
II класс опасности
III класс опасности
IV класс опасности",,,,"<CCo>
<CEn>",
,,,,0007,,,,,Класс ответственности резервуара,BF__0007,"Степень опасности (риска), возникающая при аварии резервуара для здоровья и жизни граждан, имущества физических или юридических лиц, государственного или муниципального имущества, экологической безопасности, а также здоровья или жизни животных и растений. ","СТО 0030-2004 (02494680, 01400285, 01411411, 40427814) ",Из списка,"Класс I
Класс II
Класс III ",,,,"<CCo>
<CEn>",
,,,,0008,,,,,Класс сооружения по условиям эксплуатации,BF__0008,Класс сооружения по условиям эксплуатации в зависимости от назначения здания,"СП 250.1325800.2016
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",Из списка,"I
II",,ПР 10 30 19,,"<CCo>
<CEn>",
,,,,0010,,,,,Коэффициент застройки,BF__0010,"Отношение площади, занятой под зданиями и сооружениями, к площади участка (квартала)",СП 42.13330.2016,Числовой,,,,,"<CCo>
<CEn>",
,,,,0011,,,,,Коэффициент надежности по ответственности,BF__0011,"Устанавливаются генпроектировщиком по согласованию с заказчиком в задании на проектирование, но не ниже минимальных значений в зависимости от класса сооружений при их проектировании","ГОСТ 27751-2014
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",Числовой,,,ПР 10 30 21,,"<CCo>
<CEn>",
,,,,0012,,,,,Коэффициент плотности застройки,BF__0012,Отношение площади всех этажей зданий и сооружений к площади участка (квартала),СП 42.13330.2016,Числовой,,,,,"<CCo>
<CEn>",
,,,,0013,,,,,Лимит водоотведения БСВ,BF__0013,Установленный абоненту техническими условиями предельный объем отпущенной (полученной) питьевой воды и принимаемых (сбрасываемых) сточных вод за определенный период времени.,СП 30.13330.2016,Числовой,,,,,"<CCo>
<CEn>",
,,,,0014,,,,,Лимит водоотведения ПВ,BF__0014,Установленный абоненту техническими условиями предельный объем отпущенной (полученной) питьевой воды и принимаемых (сбрасываемых) сточных вод за определенный период времени.,СП 30.13330.2016,Числовой,,,,,"<CCo>
<CEn>",
,,,,0015,,,,,Лимит водопотребления ГВС,BF__0015,Установленный абоненту техническими условиями предельный объем отпущенной (полученной) питьевой воды и принимаемых (сбрасываемых) сточных вод за определенный период времени.,СП 30.13330.2016,Числовой,,,,,"<CCo>
<CEn>",
,,,,0016,,,,,Лимит водопотребления ХВС,BF__0016,Установленный абоненту техническими условиями предельный объем отпущенной (полученной) питьевой воды и принимаемых (сбрасываемых) сточных вод за определенный период времени.,СП 30.13330.2016,Числовой,,,,,"<CCo>
<CEn>",
,,,,0017,,,,,Расход на наружное пожаротушение,BF__0017,"Расход воды на тушение одного пожара в зависимости от вида здания (сооружения), класса его функциональной пожарной опасности",,Числовой,,,,,"<CCo>
<CEn>",
